pdf_name,label_key,year,type,forecast_year,horizon,pred_value,realized_value,error
spa_2013_april_vor,hagvoxtur i helstu vidskiptalondum,2017,extrapolation,2013,4,-0.2,2.5,-2.7
spa_2013_april_vor,hagvoxtur i helstu vidskiptalondum,2018,extrapolation,2013,5,-0.1,2.0,-2.1
spa_2013_april_vor,einkaneysla,2013,forecast,2013,0,4.2,3.9,0.30000000000000027
spa_2013_april_vor,einkaneysla,2014,extrapolation,2013,1,3.4,2.0,1.4
spa_2013_april_vor,einkaneysla,2015,extrapolation,2013,2,2.8,1.6,1.1999999999999997
spa_2013_april_vor,einkaneysla,2016,extrapolation,2013,3,2.5,1.7,0.8
spa_2013_april_vor,einkaneysla,2017,extrapolation,2013,4,2.5,1.8,0.7
spa_2013_april_vor,einkaneysla,2018,extrapolation,2013,5,2.5,2.7,-0.20000000000000018
spa_2013_april_vor,gengisvisitala,2013,forecast,2013,0,2.2,-1.4,3.6
spa_2013_april_vor,gengisvisitala,2014,extrapolation,2013,1,0.8,-5.5,6.3
spa_2013_april_vor,gengisvisitala,2015,extrapolation,2013,2,0.0,-2.8,2.8
spa_2013_april_vor,gengisvisitala,2016,extrapolation,2013,3,0.0,-10.6,10.6
spa_2013_april_vor,gengisvisitala,2017,extrapolation,2013,4,0.0,-10.9,10.9
spa_2013_april_vor,gengisvisitala,2018,extrapolation,2013,5,0.0,3.9,-3.9
spa_2013_april_vor,raungengi,2013,forecast,2013,0,0.8,3.8,-3.0
spa_2013_april_vor,raungengi,2014,extrapolation,2013,1,0.8,6.7,-5.9
spa_2013_april_vor,raungengi,2015,extrapolation,2013,2,0.7,4.0,-3.3
spa_2013_april_vor,raungengi,2016,extrapolation,2013,3,0.3,12.8,-12.5
spa_2013_april_vor,raungengi,2017,extrapolation,2013,4,0.5,11.9,-11.4
spa_2013_april_vor,raungengi,2018,extrapolation,2013,5,0.2,-2.9,3.1
spa_2013_april_vor,atvinnuleysi,2013,forecast,2013,0,4.9,4.4,0.5
spa_2013_april_vor,atvinnuleysi,2014,extrapolation,2013,1,4.6,3.6,0.9999999999999996
spa_2013_april_vor,atvinnuleysi,2015,extrapolation,2013,2,4.2,4.0,0.20000000000000018
spa_2013_april_vor,atvinnuleysi,2016,extrapolation,2013,3,3.9,3.0,0.8999999999999999
spa_2013_april_vor,atvinnuleysi,2017,extrapolation,2013,4,3.7,2.8,0.9000000000000004
spa_2013_april_vor,atvinnuleysi,2018,extrapolation,2013,5,3.5,2.7,0.7999999999999998
spa_2013_april_vor,launavisitala m.v. fast verdlag,2013,forecast,2013,0,5.6,5.7,-0.10000000000000053
spa_2013_april_vor,launavisitala m.v. fast verdlag,2014,extrapolation,2013,1,6.0,5.8,0.20000000000000018
spa_2013_april_vor,launavisitala m.v. fast verdlag,2015,extrapolation,2013,2,4.9,7.2,-2.3
spa_2013_april_vor,launavisitala m.v. fast verdlag,2016,extrapolation,2013,3,4.4,9.5,-5.1
spa_2013_april_vor,launavisitala m.v. fast verdlag,2017,extrapolation,2013,4,5.6,5.0,0.5999999999999996
spa_2013_april_vor,launavisitala m.v. fast verdlag,2018,extrapolation,2013,5,4.6,3.7,0.8999999999999995
spa_2013_april_vor,althjodleg verdbolga,2013,forecast,2013,0,1.1,0.8,0.30000000000000004
spa_2013_april_vor,althjodleg verdbolga,2014,extrapolation,2013,1,1.9,1.7,0.19999999999999996
spa_2013_april_vor,althjodleg verdbolga,2015,extrapolation,2013,2,2.3,1.9,0.3999999999999999
spa_2013_april_vor,althjodleg verdbolga,2016,extrapolation,2013,3,2.4,1.8,0.5999999999999999
spa_2013_april_vor,althjodleg verdbolga,2017,extrapolation,2013,4,2.4,1.7,0.7
spa_2013_april_vor,althjodleg verdbolga,2018,extrapolation,2013,5,2.4,1.9,0.5
spa_2013_april_vor,verd utflutts als,2013,forecast,2013,0,1.2,1.6,-0.40000000000000013
spa_2013_april_vor,verd utflutts als,2014,extrapolation,2013,1,1.8,1.1,0.7
spa_2013_april_vor,verd utflutts als,2015,extrapolation,2013,2,2.1,0.6,1.5
spa_2013_april_vor,verd utflutts als,2016,extrapolation,2013,3,2.1,1.0,1.1
spa_2013_april_vor,verd utflutts als,2017,extrapolation,2013,4,2.1,20.3,-18.2
spa_2013_april_vor,verd utflutts als,2018,extrapolation,2013,5,2.3,13.3,-11.0
spa_2013_april_vor,oliuverd,2013,forecast,2013,0,-1.7,-4.8,3.0999999999999996
spa_2013_april_vor,oliuverd,2014,extrapolation,2013,1,4.1,2.1,1.9999999999999996
spa_2013_april_vor,oliuverd,2015,extrapolation,2013,2,2.5,-6.4,8.9
spa_2013_april_vor,oliuverd,2016,extrapolation,2013,3,2.6,-13.7,16.3
spa_2013_april_vor,oliuverd,2017,extrapolation,2013,4,2.6,24.1,-21.5
spa_2013_april_vor,oliuverd,2018,extrapolation,2013,5,2.4,30.4,-28.0
spa_2013_april_vor,vlf a verdlagi hvers ars,2013,forecast,2013,0,1.3,-0.9,2.2
spa_2013_april_vor,vlf a verdlagi hvers ars,2014,extrapolation,2013,1,2.3,-7.5,9.8
spa_2013_april_vor,vlf a verdlagi hvers ars,2015,extrapolation,2013,2,2.7,-47.2,49.900000000000006
spa_2013_april_vor,vlf a verdlagi hvers ars,2016,extrapolation,2013,3,2.5,2.453,0.04700000000000015
spa_2013_april_vor,vlf a verdlagi hvers ars,2017,extrapolation,2013,4,2.5,2.616,-0.1160000000000001
spa_2013_april_vor,vlf a verdlagi hvers ars,2018,extrapolation,2013,5,2.4,2.812,-0.4119999999999999
spa_2013_juni_sumar,verg landsframleidsla,2013,forecast,2013,0,1.9,0.8,1.0999999999999999
spa_2013_juni_sumar,verg landsframleidsla,2014,extrapolation,2013,1,3.0,3.1,-0.10000000000000009
spa_2013_juni_sumar,verg landsframleidsla,2015,extrapolation,2013,2,3.1,4.3,-1.1999999999999997
spa_2013_juni_sumar,verg landsframleidsla,2016,extrapolation,2013,3,3.1,7.1,-3.9999999999999996
spa_2013_juni_sumar,verg landsframleidsla,2017,extrapolation,2013,4,3.2,7.9,-4.7
spa_2013_juni_sumar,verg landsframleidsla,2018,extrapolation,2013,5,3.2,4.7,-1.5
spa_2013_juni_sumar,samneysla,2013,forecast,2013,0,0.5,0.8,-0.30000000000000004
spa_2013_juni_sumar,samneysla,2014,extrapolation,2013,1,0.0,1.8,-1.8
spa_2013_juni_sumar,samneysla,2015,extrapolation,2013,2,0.2,1.0,-0.8
spa_2013_juni_sumar,samneysla,2016,extrapolation,2013,3,1.3,2.3,-0.9999999999999998
spa_2013_juni_sumar,samneysla,2017,extrapolation,2013,4,1.5,3.7,-2.2
spa_2013_juni_sumar,samneysla,2018,extrapolation,2013,5,1.7,3.5,-1.8
spa_2013_juni_sumar,fjarmunamyndun,2013,forecast,2013,0,-3.6,-2.2,-1.4
spa_2013_juni_sumar,fjarmunamyndun,2014,extrapolation,2013,1,14.1,15.4,-1.3000000000000007
spa_2013_juni_sumar,fjarmunamyndun,2015,extrapolation,2013,2,12.5,18.2,-5.699999999999999
spa_2013_juni_sumar,fjarmunamyndun,2016,extrapolation,2013,3,2.5,22.5,-20.0
spa_2013_juni_sumar,fjarmunamyndun,2017,extrapolation,2013,4,6.9,9.0,-2.0999999999999996
spa_2013_juni_sumar,fjarmunamyndun,2018,extrapolation,2013,5,7.7,4.0,3.7
spa_2013_juni_sumar,atvinnuvegafjarfesting,2013,forecast,2013,0,-14.3,-8.6,-5.700000000000001
spa_2013_juni_sumar,atvinnuvegafjarfesting,2014,extrapolation,2013,1,13.4,16.3,-2.9000000000000004
spa_2013_juni_sumar,atvinnuvegafjarfesting,2015,extrapolation,2013,2,13.3,29.4,-16.099999999999998
spa_2013_juni_sumar,atvinnuvegafjarfesting,2016,extrapolation,2013,3,-3.9,26.4,-30.299999999999997
spa_2013_juni_sumar,atvinnuvegafjarfesting,2017,extrapolation,2013,4,4.6,4.8,-0.20000000000000018
spa_2013_juni_sumar,atvinnuvegafjarfesting,2018,extrapolation,2013,5,8.0,-4.1,12.1
spa_2013_juni_sumar,fjarfesting i ibudarhusnaedi,2013,forecast,2013,0,23.7,10.8,12.899999999999999
spa_2013_juni_sumar,fjarfesting i ibudarhusnaedi,2014,extrapolation,2013,1,25.9,14.8,11.099999999999998
spa_2013_juni_sumar,fjarfesting i ibudarhusnaedi,2015,extrapolation,2013,2,13.6,-3.1,16.7
spa_2013_juni_sumar,fjarfesting i ibudarhusnaedi,2016,extrapolation,2013,3,14.5,26.4,-11.899999999999999
spa_2013_juni_sumar,fjarfesting i ibudarhusnaedi,2017,extrapolation,2013,4,10.2,18.4,-8.2
spa_2013_juni_sumar,fjarfesting i ibudarhusnaedi,2018,extrapolation,2013,5,6.6,16.2,-9.6
spa_2013_juni_sumar,fjarfesting hins opinbera,2013,forecast,2013,0,20.9,12.5,8.399999999999999
spa_2013_juni_sumar,fjarfesting hins opinbera,2014,extrapolation,2013,1,0.2,12.8,-12.600000000000001
spa_2013_juni_sumar,fjarfesting hins opinbera,2015,extrapolation,2013,2,7.1,-2.9,10.0
spa_2013_juni_sumar,fjarfesting hins opinbera,2016,extrapolation,2013,3,13.1,-0.1,13.2
spa_2013_juni_sumar,fjarfesting hins opinbera,2017,extrapolation,2013,4,11.2,23.0,-11.8
spa_2013_juni_sumar,fjarfesting hins opinbera,2018,extrapolation,2013,5,8.8,28.3,-19.5
spa_2013_juni_sumar,thjodarutgjold alls,2013,forecast,2013,0,0.5,-0.3,0.8
spa_2013_juni_sumar,thjodarutgjold alls,2014,extrapolation,2013,1,3.8,5.2,-1.4000000000000004
spa_2013_juni_sumar,thjodarutgjold alls,2015,extrapolation,2013,2,3.7,6.0,-2.3
spa_2013_juni_sumar,thjodarutgjold alls,2016,extrapolation,2013,3,2.5,9.0,-6.5
spa_2013_juni_sumar,thjodarutgjold alls,2017,extrapolation,2013,4,3.5,7.0,-3.5
spa_2013_juni_sumar,thjodarutgjold alls,2018,extrapolation,2013,5,3.5,4.6,-1.0999999999999996
spa_2013_juni_sumar,utflutningur voru og thjonustu,2013,forecast,2013,0,2.3,6.9,-4.6000000000000005
spa_2013_juni_sumar,utflutningur voru og thjonustu,2014,extrapolation,2013,1,2.6,3.1,-0.5
spa_2013_juni_sumar,utflutningur voru og thjonustu,2015,extrapolation,2013,2,2.9,9.2,-6.299999999999999
spa_2013_juni_sumar,utflutningur voru og thjonustu,2016,extrapolation,2013,3,3.8,10.9,-7.1000000000000005
spa_2013_juni_sumar,utflutningur voru og thjonustu,2017,extrapolation,2013,4,3.9,5.5,-1.6
spa_2013_juni_sumar,utflutningur voru og thjonustu,2018,extrapolation,2013,5,2.7,1.7,1.0000000000000002
spa_2013_juni_sumar,innflutningur voru og thjonustu,2013,forecast,2013,0,0.2,0.4,-0.2
spa_2013_juni_sumar,innflutningur voru og thjonustu,2014,extrapolation,2013,1,4.5,9.8,-5.300000000000001
spa_2013_juni_sumar,innflutningur voru og thjonustu,2015,extrapolation,2013,2,4.4,13.5,-9.1
spa_2013_juni_sumar,innflutningur voru og thjonustu,2016,extrapolation,2013,3,3.5,14.5,-11.0
spa_2013_juni_sumar,innflutningur voru og thjonustu,2017,extrapolation,2013,4,5.0,12.5,-7.5
spa_2013_juni_sumar,innflutningur voru og thjonustu,2018,extrapolation,2013,5,3.7,0.8,2.9000000000000004
spa_2013_juni_sumar,visitala neysluverds,2013,forecast,2013,0,1.7,3.5,-1.8
spa_2013_juni_sumar,visitala neysluverds,2014,extrapolation,2013,1,2.7,1.8,0.9000000000000001
spa_2013_juni_sumar,visitala neysluverds,2015,extrapolation,2013,2,2.8,4.1,-1.2999999999999998
spa_2013_juni_sumar,visitala neysluverds,2016,extrapolation,2013,3,2.8,7.5,-4.7
spa_2013_juni_sumar,visitala neysluverds,2017,extrapolation,2013,4,2.9,4.0,-1.1
spa_2013_juni_sumar,visitala neysluverds,2018,extrapolation,2013,5,2.9,4.8,-1.9
spa_2013_juni_sumar,voru- og thjonustujofnudur,2013,forecast,2013,0,6.6,8.3,-1.700000000000001
spa_2013_juni_sumar,voru- og thjonustujofnudur,2014,extrapolation,2013,1,5.5,6.3,-0.7999999999999998
spa_2013_juni_sumar,voru- og thjonustujofnudur,2015,extrapolation,2013,2,4.8,7.5,-2.7
spa_2013_juni_sumar,voru- og thjonustujofnudur,2016,extrapolation,2013,3,5.3,6.3,-1.0
spa_2013_juni_sumar,voru- og thjonustujofnudur,2017,extrapolation,2013,4,5.1,4.1,1.0
spa_2013_juni_sumar,voru- og thjonustujofnudur,2018,extrapolation,2013,5,4.8,3.0,1.7999999999999998
spa_2013_juni_sumar,vidskiptajofnudur,2013,forecast,2013,0,-1.0,5.6,-6.6
spa_2013_juni_sumar,vidskiptajofnudur,2014,extrapolation,2013,1,-3.4,3.4,-6.8
spa_2013_juni_sumar,vidskiptajofnudur,2015,extrapolation,2013,2,-3.9,5.1,-9.0
spa_2013_juni_sumar,vidskiptajofnudur,2016,extrapolation,2013,3,-3.3,7.7,-11.0
spa_2013_juni_sumar,vidskiptajofnudur,2017,extrapolation,2013,4,-2.8,3.3,-6.1
spa_2013_juni_sumar,vidskiptajofnudur,2018,extrapolation,2013,5,-2.6,2.8,-5.4
spa_2013_juni_sumar,hagvoxtur i helstu vidskiptalondum,2013,forecast,2013,0,1.2,7.3,-6.1
spa_2013_juni_sumar,hagvoxtur i helstu vidskiptalondum,2014,extrapolation,2013,1,0.0,4.8,-4.8
spa_2013_juni_sumar,hagvoxtur i helstu vidskiptalondum,2015,extrapolation,2013,2,-0.7,4.9,-5.6000000000000005
spa_2013_juni_sumar,hagvoxtur i helstu vidskiptalondum,2016,extrapolation,2013,3,-0.4,-15.6,15.2
spa_2013_juni_sumar,hagvoxtur i helstu vidskiptalondum,2017,extrapolation,2013,4,-0.4,2.5,-2.9
spa_2013_juni_sumar,hagvoxtur i helstu vidskiptalondum,2018,extrapolation,2013,5,-0.4,2.0,-2.4
spa_2013_juni_sumar,einkaneysla,2013,forecast,2013,0,3.5,3.9,-0.3999999999999999
spa_2013_juni_sumar,einkaneysla,2014,extrapolation,2013,1,3.0,2.0,1.0
spa_2013_juni_sumar,einkaneysla,2015,extrapolation,2013,2,2.5,1.6,0.8999999999999999
spa_2013_juni_sumar,einkaneysla,2016,extrapolation,2013,3,2.5,1.7,0.8
spa_2013_juni_sumar,einkaneysla,2017,extrapolation,2013,4,2.5,1.8,0.7
spa_2013_juni_sumar,einkaneysla,2018,extrapolation,2013,5,2.5,2.7,-0.20000000000000018
spa_2013_juni_sumar,gengisvisitala,2013,forecast,2013,0,-0.6,-1.4,0.7999999999999999
spa_2013_juni_sumar,gengisvisitala,2014,extrapolation,2013,1,0.6,-5.5,6.1
spa_2013_juni_sumar,gengisvisitala,2015,extrapolation,2013,2,0.2,-2.8,3.0
spa_2013_juni_sumar,gengisvisitala,2016,extrapolation,2013,3,0.0,-10.6,10.6
spa_2013_juni_sumar,gengisvisitala,2017,extrapolation,2013,4,0.0,-10.9,10.9
spa_2013_juni_sumar,gengisvisitala,2018,extrapolation,2013,5,0.0,3.9,-3.9
spa_2013_juni_sumar,raungengi,2013,forecast,2013,0,1.9,3.8,-1.9
spa_2013_juni_sumar,raungengi,2014,extrapolation,2013,1,1.0,6.7,-5.7
spa_2013_juni_sumar,raungengi,2015,extrapolation,2013,2,0.5,4.0,-3.5
spa_2013_juni_sumar,raungengi,2016,extrapolation,2013,3,0.6,12.8,-12.200000000000001
spa_2013_juni_sumar,raungengi,2017,extrapolation,2013,4,0.5,11.9,-11.4
spa_2013_juni_sumar,raungengi,2018,extrapolation,2013,5,0.5,-2.9,3.4
spa_2013_juni_sumar,atvinnuleysi,2013,forecast,2013,0,4.8,4.4,0.39999999999999947
spa_2013_juni_sumar,atvinnuleysi,2014,extrapolation,2013,1,4.5,3.6,0.8999999999999999
spa_2013_juni_sumar,atvinnuleysi,2015,extrapolation,2013,2,4.2,4.0,0.20000000000000018
spa_2013_juni_sumar,atvinnuleysi,2016,extrapolation,2013,3,3.8,3.0,0.7999999999999998
spa_2013_juni_sumar,atvinnuleysi,2017,extrapolation,2013,4,3.7,2.8,0.9000000000000004
spa_2013_juni_sumar,atvinnuleysi,2018,extrapolation,2013,5,3.5,2.7,0.7999999999999998
spa_2013_juni_sumar,launavisitala m.v. fast verdlag,2013,forecast,2013,0,5.5,5.7,-0.20000000000000018
spa_2013_juni_sumar,launavisitala m.v. fast verdlag,2014,extrapolation,2013,1,5.6,5.8,-0.20000000000000018
spa_2013_juni_sumar,launavisitala m.v. fast verdlag,2015,extrapolation,2013,2,4.5,7.2,-2.7
spa_2013_juni_sumar,launavisitala m.v. fast verdlag,2016,extrapolation,2013,3,4.3,9.5,-5.2
spa_2013_juni_sumar,launavisitala m.v. fast verdlag,2017,extrapolation,2013,4,5.2,5.0,0.20000000000000018
spa_2013_juni_sumar,launavisitala m.v. fast verdlag,2018,extrapolation,2013,5,5.3,3.7,1.5999999999999996
spa_2013_juni_sumar,althjodleg verdbolga,2013,forecast,2013,0,1.0,0.8,0.19999999999999996
spa_2013_juni_sumar,althjodleg verdbolga,2014,extrapolation,2013,1,1.9,1.7,0.19999999999999996
spa_2013_juni_sumar,althjodleg verdbolga,2015,extrapolation,2013,2,2.2,1.9,0.30000000000000027
spa_2013_juni_sumar,althjodleg verdbolga,2016,extrapolation,2013,3,2.3,1.8,0.4999999999999998
spa_2013_juni_sumar,althjodleg verdbolga,2017,extrapolation,2013,4,2.3,1.7,0.5999999999999999
spa_2013_juni_sumar,althjodleg verdbolga,2018,extrapolation,2013,5,2.4,1.9,0.5
spa_2013_juni_sumar,verd utflutts als,2013,forecast,2013,0,1.7,1.6,0.09999999999999987
spa_2013_juni_sumar,verd utflutts als,2014,extrapolation,2013,1,1.8,1.1,0.7
spa_2013_juni_sumar,verd utflutts als,2015,extrapolation,2013,2,1.8,0.6,1.2000000000000002
spa_2013_juni_sumar,verd utflutts als,2016,extrapolation,2013,3,1.9,1.0,0.8999999999999999
spa_2013_juni_sumar,verd utflutts als,2017,extrapolation,2013,4,1.9,20.3,-18.400000000000002
spa_2013_juni_sumar,verd utflutts als,2018,extrapolation,2013,5,2.1,13.3,-11.200000000000001
spa_2013_juni_sumar,oliuverd,2013,forecast,2013,0,-1.0,-4.8,3.8
spa_2013_juni_sumar,oliuverd,2014,extrapolation,2013,1,3.0,2.1,0.8999999999999999
spa_2013_juni_sumar,oliuverd,2015,extrapolation,2013,2,3.5,-6.4,9.9
spa_2013_juni_sumar,oliuverd,2016,extrapolation,2013,3,3.0,-13.7,16.7
spa_2013_juni_sumar,oliuverd,2017,extrapolation,2013,4,2.7,24.1,-21.400000000000002
spa_2013_juni_sumar,oliuverd,2018,extrapolation,2013,5,2.4,30.4,-28.0
spa_2013_juni_sumar,vlf a verdlagi hvers ars,2013,forecast,2013,0,-2.7,-0.9,-1.8000000000000003
spa_2013_juni_sumar,vlf a verdlagi hvers ars,2014,extrapolation,2013,1,-4.4,-7.5,3.0999999999999996
spa_2013_juni_sumar,vlf a verdlagi hvers ars,2015,extrapolation,2013,2,-3.0,-47.2,44.2
spa_2013_juni_sumar,vlf a verdlagi hvers ars,2016,extrapolation,2013,3,0.0,2.453,-2.453
spa_2013_juni_sumar,vlf a verdlagi hvers ars,2017,extrapolation,2013,4,2.1,2.616,-0.516
spa_2013_juni_sumar,vlf a verdlagi hvers ars,2018,extrapolation,2013,5,2.4,2.812,-0.4119999999999999
spa_2013_november_vetur,verg landsframleidsla,2013,forecast,2013,0,1.6,0.8,0.8
spa_2013_november_vetur,verg landsframleidsla,2014,extrapolation,2013,1,2.5,3.1,-0.6000000000000001
spa_2013_november_vetur,verg landsframleidsla,2015,extrapolation,2013,2,2.7,4.3,-1.5999999999999996
spa_2013_november_vetur,verg landsframleidsla,2016,extrapolation,2013,3,2.8,7.1,-4.3
spa_2013_november_vetur,verg landsframleidsla,2017,extrapolation,2013,4,2.8,7.9,-5.1000000000000005
spa_2013_november_vetur,verg landsframleidsla,2018,extrapolation,2013,5,2.9,4.7,-1.8000000000000003
spa_2013_november_vetur,samneysla,2013,forecast,2013,0,0.8,0.8,0.0
spa_2013_november_vetur,samneysla,2014,extrapolation,2013,1,0.0,1.8,-1.8
spa_2013_november_vetur,samneysla,2015,extrapolation,2013,2,1.5,1.0,0.5
spa_2013_november_vetur,samneysla,2016,extrapolation,2013,3,1.5,2.3,-0.7999999999999998
spa_2013_november_vetur,samneysla,2017,extrapolation,2013,4,1.6,3.7,-2.1
spa_2013_november_vetur,samneysla,2018,extrapolation,2013,5,1.5,3.5,-2.0
spa_2013_november_vetur,fjarmunamyndun,2013,forecast,2013,0,-3.1,-2.2,-0.8999999999999999
spa_2013_november_vetur,fjarmunamyndun,2014,extrapolation,2013,1,10.6,15.4,-4.800000000000001
spa_2013_november_vetur,fjarmunamyndun,2015,extrapolation,2013,2,17.5,18.2,-0.6999999999999993
spa_2013_november_vetur,fjarmunamyndun,2016,extrapolation,2013,3,3.4,22.5,-19.1
spa_2013_november_vetur,fjarmunamyndun,2017,extrapolation,2013,4,0.7,9.0,-8.3
spa_2013_november_vetur,fjarmunamyndun,2018,extrapolation,2013,5,7.8,4.0,3.8
spa_2013_november_vetur,atvinnuvegafjarfesting,2013,forecast,2013,0,-10.4,-8.6,-1.8000000000000007
spa_2013_november_vetur,atvinnuvegafjarfesting,2014,extrapolation,2013,1,8.0,16.3,-8.3
spa_2013_november_vetur,atvinnuvegafjarfesting,2015,extrapolation,2013,2,21.3,29.4,-8.099999999999998
spa_2013_november_vetur,atvinnuvegafjarfesting,2016,extrapolation,2013,3,-0.4,26.4,-26.799999999999997
spa_2013_november_vetur,atvinnuvegafjarfesting,2017,extrapolation,2013,4,-4.2,4.8,-9.0
spa_2013_november_vetur,atvinnuvegafjarfesting,2018,extrapolation,2013,5,7.6,-4.1,11.7
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2013,forecast,2013,0,15.2,10.8,4.399999999999999
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2014,extrapolation,2013,1,20.6,14.8,5.800000000000001
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2015,extrapolation,2013,2,16.3,-3.1,19.400000000000002
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2016,extrapolation,2013,3,15.3,26.4,-11.099999999999998
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2017,extrapolation,2013,4,13.1,18.4,-5.299999999999999
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2018,extrapolation,2013,5,9.1,16.2,-7.1
spa_2013_november_vetur,fjarfesting hins opinbera,2013,forecast,2013,0,12.3,12.5,-0.1999999999999993
spa_2013_november_vetur,fjarfesting hins opinbera,2014,extrapolation,2013,1,7.8,12.8,-5.000000000000001
spa_2013_november_vetur,fjarfesting hins opinbera,2015,extrapolation,2013,2,2.1,-2.9,5.0
spa_2013_november_vetur,fjarfesting hins opinbera,2016,extrapolation,2013,3,3.9,-0.1,4.0
spa_2013_november_vetur,fjarfesting hins opinbera,2017,extrapolation,2013,4,3.3,23.0,-19.7
spa_2013_november_vetur,fjarfesting hins opinbera,2018,extrapolation,2013,5,5.8,28.3,-22.5
spa_2013_november_vetur,thjodarutgjold alls,2013,forecast,2013,0,0.6,-0.3,0.8999999999999999
spa_2013_november_vetur,thjodarutgjold alls,2014,extrapolation,2013,1,2.7,5.2,-2.5
spa_2013_november_vetur,thjodarutgjold alls,2015,extrapolation,2013,2,4.8,6.0,-1.2000000000000002
spa_2013_november_vetur,thjodarutgjold alls,2016,extrapolation,2013,3,2.6,9.0,-6.4
spa_2013_november_vetur,thjodarutgjold alls,2017,extrapolation,2013,4,2.1,7.0,-4.9
spa_2013_november_vetur,thjodarutgjold alls,2018,extrapolation,2013,5,3.2,4.6,-1.3999999999999995
spa_2013_november_vetur,utflutningur voru og thjonustu,2013,forecast,2013,0,2.3,6.9,-4.6000000000000005
spa_2013_november_vetur,utflutningur voru og thjonustu,2014,extrapolation,2013,1,2.8,3.1,-0.30000000000000027
spa_2013_november_vetur,utflutningur voru og thjonustu,2015,extrapolation,2013,2,2.0,9.2,-7.199999999999999
spa_2013_november_vetur,utflutningur voru og thjonustu,2016,extrapolation,2013,3,3.6,10.9,-7.300000000000001
spa_2013_november_vetur,utflutningur voru og thjonustu,2017,extrapolation,2013,4,4.1,5.5,-1.4000000000000004
spa_2013_november_vetur,utflutningur voru og thjonustu,2018,extrapolation,2013,5,2.4,1.7,0.7
spa_2013_november_vetur,innflutningur voru og thjonustu,2013,forecast,2013,0,0.0,0.4,-0.4
spa_2013_november_vetur,innflutningur voru og thjonustu,2014,extrapolation,2013,1,3.3,9.8,-6.500000000000001
spa_2013_november_vetur,innflutningur voru og thjonustu,2015,extrapolation,2013,2,5.7,13.5,-7.8
spa_2013_november_vetur,innflutningur voru og thjonustu,2016,extrapolation,2013,3,3.7,14.5,-10.8
spa_2013_november_vetur,innflutningur voru og thjonustu,2017,extrapolation,2013,4,3.5,12.5,-9.0
spa_2013_november_vetur,innflutningur voru og thjonustu,2018,extrapolation,2013,5,3.2,0.8,2.4000000000000004
spa_2013_november_vetur,visitala neysluverds,2013,forecast,2013,0,2.0,3.5,-1.5
spa_2013_november_vetur,visitala neysluverds,2014,extrapolation,2013,1,2.5,1.8,0.7
spa_2013_november_vetur,visitala neysluverds,2015,extrapolation,2013,2,2.8,4.1,-1.2999999999999998
spa_2013_november_vetur,visitala neysluverds,2016,extrapolation,2013,3,2.6,7.5,-4.9
spa_2013_november_vetur,visitala neysluverds,2017,extrapolation,2013,4,2.6,4.0,-1.4
spa_2013_november_vetur,visitala neysluverds,2018,extrapolation,2013,5,2.7,4.8,-2.0999999999999996
spa_2013_november_vetur,voru- og thjonustujofnudur,2013,forecast,2013,0,6.0,8.3,-2.3000000000000007
spa_2013_november_vetur,voru- og thjonustujofnudur,2014,extrapolation,2013,1,5.7,6.3,-0.5999999999999996
spa_2013_november_vetur,voru- og thjonustujofnudur,2015,extrapolation,2013,2,4.1,7.5,-3.4000000000000004
spa_2013_november_vetur,voru- og thjonustujofnudur,2016,extrapolation,2013,3,4.2,6.3,-2.0999999999999996
spa_2013_november_vetur,voru- og thjonustujofnudur,2017,extrapolation,2013,4,4.6,4.1,0.5
spa_2013_november_vetur,voru- og thjonustujofnudur,2018,extrapolation,2013,5,4.2,3.0,1.2000000000000002
spa_2013_november_vetur,vidskiptajofnudur,2013,forecast,2013,0,0.5,5.6,-5.1
spa_2013_november_vetur,vidskiptajofnudur,2014,extrapolation,2013,1,-1.9,3.4,-5.3
spa_2013_november_vetur,vidskiptajofnudur,2015,extrapolation,2013,2,-3.4,5.1,-8.5
spa_2013_november_vetur,vidskiptajofnudur,2016,extrapolation,2013,3,-3.4,7.7,-11.1
spa_2013_november_vetur,vidskiptajofnudur,2017,extrapolation,2013,4,-2.8,3.3,-6.1
spa_2013_november_vetur,vidskiptajofnudur,2018,extrapolation,2013,5,-2.7,2.8,-5.5
spa_2013_november_vetur,hagvoxtur i helstu vidskiptalondum,2013,forecast,2013,0,3.1,7.3,-4.199999999999999
spa_2013_november_vetur,hagvoxtur i helstu vidskiptalondum,2014,extrapolation,2013,1,0.9,4.8,-3.9
spa_2013_november_vetur,hagvoxtur i helstu vidskiptalondum,2015,extrapolation,2013,2,-0.8,4.9,-5.7
spa_2013_november_vetur,hagvoxtur i helstu vidskiptalondum,2016,extrapolation,2013,3,-1.0,-15.6,14.6
spa_2013_november_vetur,hagvoxtur i helstu vidskiptalondum,2017,extrapolation,2013,4,-0.7,2.5,-3.2
spa_2013_november_vetur,hagvoxtur i helstu vidskiptalondum,2018,extrapolation,2013,5,-0.6,2.0,-2.6
