pdf_name,label_key,year,value,type
spa_2012_juli_sumar,verg landsframleidsla,2011,4.0,history
spa_2012_juli_sumar,verg landsframleidsla,2012,3.2,forecast
spa_2012_juli_sumar,verg landsframleidsla,2013,2.6,extrapolation
spa_2012_juli_sumar,verg landsframleidsla,2014,3.0,extrapolation
spa_2012_juli_sumar,verg landsframleidsla,2015,3.1,extrapolation
spa_2012_juli_sumar,verg landsframleidsla,2016,2.9,extrapolation
spa_2012_juli_sumar,verg landsframleidsla,2017,3.2,extrapolation
spa_2012_juli_sumar,samneysla,2011,-0.6,history
spa_2012_juli_sumar,samneysla,2012,0.3,forecast
spa_2012_juli_sumar,samneysla,2013,0.5,extrapolation
spa_2012_juli_sumar,samneysla,2014,0.2,extrapolation
spa_2012_juli_sumar,samneysla,2015,0.7,extrapolation
spa_2012_juli_sumar,samneysla,2016,1.1,extrapolation
spa_2012_juli_sumar,samneysla,2017,1.5,extrapolation
spa_2012_juli_sumar,fjarmunamyndun,2011,13.4,history
spa_2012_juli_sumar,fjarmunamyndun,2012,12.6,forecast
spa_2012_juli_sumar,fjarmunamyndun,2013,5.3,extrapolation
spa_2012_juli_sumar,fjarmunamyndun,2014,11.1,extrapolation
spa_2012_juli_sumar,fjarmunamyndun,2015,4.8,extrapolation
spa_2012_juli_sumar,fjarmunamyndun,2016,4.4,extrapolation
spa_2012_juli_sumar,fjarmunamyndun,2017,6.9,extrapolation
spa_2012_juli_sumar,atvinnuvegafjarfesting,2011,25.8,history
spa_2012_juli_sumar,atvinnuvegafjarfesting,2012,16.0,forecast
spa_2012_juli_sumar,atvinnuvegafjarfesting,2013,1.5,extrapolation
spa_2012_juli_sumar,atvinnuvegafjarfesting,2014,11.4,extrapolation
spa_2012_juli_sumar,atvinnuvegafjarfesting,2015,1.3,extrapolation
spa_2012_juli_sumar,atvinnuvegafjarfesting,2016,0.9,extrapolation
spa_2012_juli_sumar,atvinnuvegafjarfesting,2017,6.2,extrapolation
spa_2012_juli_sumar,fjarfesting i ibudarhusnaedi,2011,8.6,history
spa_2012_juli_sumar,fjarfesting i ibudarhusnaedi,2012,16.0,forecast
spa_2012_juli_sumar,fjarfesting i ibudarhusnaedi,2013,20.2,extrapolation
spa_2012_juli_sumar,fjarfesting i ibudarhusnaedi,2014,14.1,extrapolation
spa_2012_juli_sumar,fjarfesting i ibudarhusnaedi,2015,15.2,extrapolation
spa_2012_juli_sumar,fjarfesting i ibudarhusnaedi,2016,11.9,extrapolation
spa_2012_juli_sumar,fjarfesting i ibudarhusnaedi,2017,10.2,extrapolation
spa_2012_juli_sumar,fjarfesting hins opinbera,2011,-17.6,history
spa_2012_juli_sumar,fjarfesting hins opinbera,2012,-8.5,forecast
spa_2012_juli_sumar,fjarfesting hins opinbera,2013,6.0,extrapolation
spa_2012_juli_sumar,fjarfesting hins opinbera,2014,5.0,extrapolation
spa_2012_juli_sumar,fjarfesting hins opinbera,2015,7.5,extrapolation
spa_2012_juli_sumar,fjarfesting hins opinbera,2016,10.0,extrapolation
spa_2012_juli_sumar,fjarfesting hins opinbera,2017,4.5,extrapolation
spa_2012_juli_sumar,thjodarutgjold alls,2011,4.7,history
spa_2012_juli_sumar,thjodarutgjold alls,2012,3.8,forecast
spa_2012_juli_sumar,thjodarutgjold alls,2013,2.3,extrapolation
spa_2012_juli_sumar,thjodarutgjold alls,2014,3.7,extrapolation
spa_2012_juli_sumar,thjodarutgjold alls,2015,2.8,extrapolation
spa_2012_juli_sumar,thjodarutgjold alls,2016,2.7,extrapolation
spa_2012_juli_sumar,thjodarutgjold alls,2017,3.5,extrapolation
spa_2012_juli_sumar,utflutningur voru og thjonustu,2011,3.2,history
spa_2012_juli_sumar,utflutningur voru og thjonustu,2012,3.8,forecast
spa_2012_juli_sumar,utflutningur voru og thjonustu,2013,3.3,extrapolation
spa_2012_juli_sumar,utflutningur voru og thjonustu,2014,2.3,extrapolation
spa_2012_juli_sumar,utflutningur voru og thjonustu,2015,2.6,extrapolation
spa_2012_juli_sumar,utflutningur voru og thjonustu,2016,3.7,extrapolation
spa_2012_juli_sumar,utflutningur voru og thjonustu,2017,2.6,extrapolation
spa_2012_juli_sumar,innflutningur voru og thjonustu,2011,6.4,history
spa_2012_juli_sumar,innflutningur voru og thjonustu,2012,5.8,forecast
spa_2012_juli_sumar,innflutningur voru og thjonustu,2013,2.5,extrapolation
spa_2012_juli_sumar,innflutningur voru og thjonustu,2014,3.9,extrapolation
spa_2012_juli_sumar,innflutningur voru og thjonustu,2015,2.7,extrapolation
spa_2012_juli_sumar,innflutningur voru og thjonustu,2016,3.4,extrapolation
spa_2012_juli_sumar,innflutningur voru og thjonustu,2017,3.9,extrapolation
spa_2012_juli_sumar,visitala neysluverds,2011,3.1,history
spa_2012_juli_sumar,visitala neysluverds,2012,2.8,forecast
spa_2012_juli_sumar,visitala neysluverds,2013,2.7,extrapolation
spa_2012_juli_sumar,visitala neysluverds,2014,2.8,extrapolation
spa_2012_juli_sumar,visitala neysluverds,2015,2.8,extrapolation
spa_2012_juli_sumar,visitala neysluverds,2016,2.9,extrapolation
spa_2012_juli_sumar,visitala neysluverds,2017,2.7,extrapolation
spa_2012_juli_sumar,voru- og thjonustujofnudur,2011,8.2,history
spa_2012_juli_sumar,voru- og thjonustujofnudur,2012,6.8,forecast
spa_2012_juli_sumar,voru- og thjonustujofnudur,2013,7.4,extrapolation
spa_2012_juli_sumar,voru- og thjonustujofnudur,2014,6.5,extrapolation
spa_2012_juli_sumar,voru- og thjonustujofnudur,2015,6.7,extrapolation
spa_2012_juli_sumar,voru- og thjonustujofnudur,2016,6.9,extrapolation
spa_2012_juli_sumar,voru- og thjonustujofnudur,2017,6.4,extrapolation
spa_2012_juli_sumar,vidskiptajofnudur,2011,-6.8,history
spa_2012_juli_sumar,vidskiptajofnudur,2012,-5.2,forecast
spa_2012_juli_sumar,vidskiptajofnudur,2013,-2.1,extrapolation
spa_2012_juli_sumar,vidskiptajofnudur,2014,-3.0,extrapolation
spa_2012_juli_sumar,vidskiptajofnudur,2015,-7.5,extrapolation
spa_2012_juli_sumar,vidskiptajofnudur,2016,-7.6,extrapolation
spa_2012_juli_sumar,vidskiptajofnudur,2017,-3.1,extrapolation
spa_2012_juli_sumar,einkaneysla,2011,4.0,history
spa_2012_juli_sumar,einkaneysla,2012,5.4,forecast
spa_2012_juli_sumar,einkaneysla,2013,3.9,extrapolation
spa_2012_juli_sumar,einkaneysla,2014,2.8,extrapolation
spa_2012_juli_sumar,einkaneysla,2015,2.5,extrapolation
spa_2012_juli_sumar,einkaneysla,2016,2.5,extrapolation
spa_2012_juli_sumar,einkaneysla,2017,2.5,extrapolation
spa_2012_juli_sumar,gengisvisitala,2011,0.1,history
spa_2012_juli_sumar,gengisvisitala,2012,2.8,forecast
spa_2012_juli_sumar,gengisvisitala,2013,0.6,extrapolation
spa_2012_juli_sumar,gengisvisitala,2014,-0.2,extrapolation
spa_2012_juli_sumar,gengisvisitala,2015,-0.1,extrapolation
spa_2012_juli_sumar,gengisvisitala,2016,-0.1,extrapolation
spa_2012_juli_sumar,gengisvisitala,2017,0.2,extrapolation
spa_2012_juli_sumar,raungengi,2011,0.9,history
spa_2012_juli_sumar,raungengi,2012,0.4,forecast
spa_2012_juli_sumar,raungengi,2013,1.2,extrapolation
spa_2012_juli_sumar,raungengi,2014,0.8,extrapolation
spa_2012_juli_sumar,raungengi,2015,0.3,extrapolation
spa_2012_juli_sumar,raungengi,2016,0.1,extrapolation
spa_2012_juli_sumar,raungengi,2017,-0.2,extrapolation
spa_2012_juli_sumar,atvinnuleysi,2011,7.4,history
spa_2012_juli_sumar,atvinnuleysi,2012,6.0,forecast
spa_2012_juli_sumar,atvinnuleysi,2013,5.3,extrapolation
spa_2012_juli_sumar,atvinnuleysi,2014,5.0,extrapolation
spa_2012_juli_sumar,atvinnuleysi,2015,4.4,extrapolation
spa_2012_juli_sumar,atvinnuleysi,2016,4.0,extrapolation
spa_2012_juli_sumar,atvinnuleysi,2017,3.7,extrapolation
spa_2012_juli_sumar,launavisitala m.v. fast verdlag,2011,6.8,history
spa_2012_juli_sumar,launavisitala m.v. fast verdlag,2012,7.4,forecast
spa_2012_juli_sumar,launavisitala m.v. fast verdlag,2013,5.6,extrapolation
spa_2012_juli_sumar,launavisitala m.v. fast verdlag,2014,5.8,extrapolation
spa_2012_juli_sumar,launavisitala m.v. fast verdlag,2015,4.7,extrapolation
spa_2012_juli_sumar,launavisitala m.v. fast verdlag,2016,4.3,extrapolation
spa_2012_juli_sumar,launavisitala m.v. fast verdlag,2017,5.3,extrapolation
spa_2012_juli_sumar,althjodleg verdbolga,2011,1.8,history
spa_2012_juli_sumar,althjodleg verdbolga,2012,0.8,forecast
spa_2012_juli_sumar,althjodleg verdbolga,2013,1.8,extrapolation
spa_2012_juli_sumar,althjodleg verdbolga,2014,2.2,extrapolation
spa_2012_juli_sumar,althjodleg verdbolga,2015,2.4,extrapolation
spa_2012_juli_sumar,althjodleg verdbolga,2016,2.4,extrapolation
spa_2012_juli_sumar,althjodleg verdbolga,2017,2.5,extrapolation
spa_2012_juli_sumar,verd utflutts als,2011,2.8,history
spa_2012_juli_sumar,verd utflutts als,2012,2.2,forecast
spa_2012_juli_sumar,verd utflutts als,2013,2.1,extrapolation
spa_2012_juli_sumar,verd utflutts als,2014,2.2,extrapolation
spa_2012_juli_sumar,verd utflutts als,2015,2.4,extrapolation
spa_2012_juli_sumar,verd utflutts als,2016,2.5,extrapolation
spa_2012_juli_sumar,verd utflutts als,2017,2.5,extrapolation
spa_2012_juli_sumar,oliuverd,2011,13.6,history
spa_2012_juli_sumar,oliuverd,2012,-10.2,forecast
spa_2012_juli_sumar,oliuverd,2013,4.0,extrapolation
spa_2012_juli_sumar,oliuverd,2014,2.8,extrapolation
spa_2012_juli_sumar,oliuverd,2015,3.0,extrapolation
spa_2012_juli_sumar,oliuverd,2016,2.6,extrapolation
spa_2012_juli_sumar,oliuverd,2017,2.4,extrapolation
spa_2012_juli_sumar,hagvoxtur i helstu vidskiptalondum,2011,31.6,history
spa_2012_juli_sumar,hagvoxtur i helstu vidskiptalondum,2012,4.5,forecast
spa_2012_juli_sumar,hagvoxtur i helstu vidskiptalondum,2013,0.0,extrapolation
spa_2012_juli_sumar,hagvoxtur i helstu vidskiptalondum,2014,1.8,extrapolation
spa_2012_juli_sumar,hagvoxtur i helstu vidskiptalondum,2015,2.4,extrapolation
spa_2012_juli_sumar,hagvoxtur i helstu vidskiptalondum,2016,2.5,extrapolation
spa_2012_juli_sumar,hagvoxtur i helstu vidskiptalondum,2017,2.5,extrapolation
