pdf_name,label_key,year,value,type
spa_2017_februar_vetur_endurskodun,verg landsframleidsla,2015,4.3,history
spa_2017_februar_vetur_endurskodun,verg landsframleidsla,2016,7.0,history
spa_2017_februar_vetur_endurskodun,verg landsframleidsla,2017,5.9,forecast
spa_2017_februar_vetur_endurskodun,verg landsframleidsla,2018,3.9,extrapolation
spa_2017_februar_vetur_endurskodun,verg landsframleidsla,2019,2.9,extrapolation
spa_2017_februar_vetur_endurskodun,verg landsframleidsla,2020,2.7,extrapolation
spa_2017_februar_vetur_endurskodun,verg landsframleidsla,2021,2.5,extrapolation
spa_2017_februar_vetur_endurskodun,verg landsframleidsla,2022,2.5,extrapolation
spa_2017_februar_vetur_endurskodun,samneysla,2015,1.0,history
spa_2017_februar_vetur_endurskodun,samneysla,2016,1.4,history
spa_2017_februar_vetur_endurskodun,samneysla,2017,1.1,forecast
spa_2017_februar_vetur_endurskodun,samneysla,2018,1.5,extrapolation
spa_2017_februar_vetur_endurskodun,samneysla,2019,1.6,extrapolation
spa_2017_februar_vetur_endurskodun,samneysla,2020,1.5,extrapolation
spa_2017_februar_vetur_endurskodun,samneysla,2021,1.6,extrapolation
spa_2017_februar_vetur_endurskodun,samneysla,2022,1.4,extrapolation
spa_2017_februar_vetur_endurskodun,fjarmunamyndun,2015,18.2,history
spa_2017_februar_vetur_endurskodun,fjarmunamyndun,2016,22.7,history
spa_2017_februar_vetur_endurskodun,fjarmunamyndun,2017,12.6,forecast
spa_2017_februar_vetur_endurskodun,fjarmunamyndun,2018,1.0,extrapolation
spa_2017_februar_vetur_endurskodun,fjarmunamyndun,2019,3.2,extrapolation
spa_2017_februar_vetur_endurskodun,fjarmunamyndun,2020,3.2,extrapolation
spa_2017_februar_vetur_endurskodun,fjarmunamyndun,2021,3.9,extrapolation
spa_2017_februar_vetur_endurskodun,fjarmunamyndun,2022,4.2,extrapolation
spa_2017_februar_vetur_endurskodun,atvinnuvegafjarfesting,2015,29.4,history
spa_2017_februar_vetur_endurskodun,atvinnuvegafjarfesting,2016,27.9,history
spa_2017_februar_vetur_endurskodun,atvinnuvegafjarfesting,2017,11.8,forecast
spa_2017_februar_vetur_endurskodun,atvinnuvegafjarfesting,2018,-3.6,extrapolation
spa_2017_februar_vetur_endurskodun,atvinnuvegafjarfesting,2019,1.0,extrapolation
spa_2017_februar_vetur_endurskodun,atvinnuvegafjarfesting,2020,1.9,extrapolation
spa_2017_februar_vetur_endurskodun,atvinnuvegafjarfesting,2021,4.0,extrapolation
spa_2017_februar_vetur_endurskodun,atvinnuvegafjarfesting,2022,4.5,extrapolation
spa_2017_februar_vetur_endurskodun,fjarfesting i ibudarhusnaedi,2015,-3.1,history
spa_2017_februar_vetur_endurskodun,fjarfesting i ibudarhusnaedi,2016,17.0,history
spa_2017_februar_vetur_endurskodun,fjarfesting i ibudarhusnaedi,2017,23.2,forecast
spa_2017_februar_vetur_endurskodun,fjarfesting i ibudarhusnaedi,2018,20.1,extrapolation
spa_2017_februar_vetur_endurskodun,fjarfesting i ibudarhusnaedi,2019,12.6,extrapolation
spa_2017_februar_vetur_endurskodun,fjarfesting i ibudarhusnaedi,2020,8.2,extrapolation
spa_2017_februar_vetur_endurskodun,fjarfesting i ibudarhusnaedi,2021,4.3,extrapolation
spa_2017_februar_vetur_endurskodun,fjarfesting i ibudarhusnaedi,2022,4.1,extrapolation
spa_2017_februar_vetur_endurskodun,fjarfesting hins opinbera,2015,-2.9,history
spa_2017_februar_vetur_endurskodun,fjarfesting hins opinbera,2016,3.7,history
spa_2017_februar_vetur_endurskodun,fjarfesting hins opinbera,2017,9.4,forecast
spa_2017_februar_vetur_endurskodun,fjarfesting hins opinbera,2018,6.5,extrapolation
spa_2017_februar_vetur_endurskodun,fjarfesting hins opinbera,2019,2.9,extrapolation
spa_2017_februar_vetur_endurskodun,fjarfesting hins opinbera,2020,2.8,extrapolation
spa_2017_februar_vetur_endurskodun,fjarfesting hins opinbera,2021,3.1,extrapolation
spa_2017_februar_vetur_endurskodun,fjarfesting hins opinbera,2022,2.3,extrapolation
spa_2017_februar_vetur_endurskodun,thjodarutgjold alls,2015,6.0,history
spa_2017_februar_vetur_endurskodun,thjodarutgjold alls,2016,8.7,history
spa_2017_februar_vetur_endurskodun,thjodarutgjold alls,2017,6.3,forecast
spa_2017_februar_vetur_endurskodun,thjodarutgjold alls,2018,2.6,extrapolation
spa_2017_februar_vetur_endurskodun,thjodarutgjold alls,2019,2.7,extrapolation
spa_2017_februar_vetur_endurskodun,thjodarutgjold alls,2020,2.5,extrapolation
spa_2017_februar_vetur_endurskodun,thjodarutgjold alls,2021,2.6,extrapolation
spa_2017_februar_vetur_endurskodun,thjodarutgjold alls,2022,2.6,extrapolation
spa_2017_februar_vetur_endurskodun,utflutningur voru og thjonustu,2015,9.2,history
spa_2017_februar_vetur_endurskodun,utflutningur voru og thjonustu,2016,9.5,history
spa_2017_februar_vetur_endurskodun,utflutningur voru og thjonustu,2017,5.4,forecast
spa_2017_februar_vetur_endurskodun,utflutningur voru og thjonustu,2018,4.2,extrapolation
spa_2017_februar_vetur_endurskodun,utflutningur voru og thjonustu,2019,4.1,extrapolation
spa_2017_februar_vetur_endurskodun,utflutningur voru og thjonustu,2020,3.4,extrapolation
spa_2017_februar_vetur_endurskodun,utflutningur voru og thjonustu,2021,2.9,extrapolation
spa_2017_februar_vetur_endurskodun,utflutningur voru og thjonustu,2022,2.5,extrapolation
spa_2017_februar_vetur_endurskodun,innflutningur voru og thjonustu,2015,13.5,history
spa_2017_februar_vetur_endurskodun,innflutningur voru og thjonustu,2016,15.7,history
spa_2017_februar_vetur_endurskodun,innflutningur voru og thjonustu,2017,9.9,forecast
spa_2017_februar_vetur_endurskodun,innflutningur voru og thjonustu,2018,3.5,extrapolation
spa_2017_februar_vetur_endurskodun,innflutningur voru og thjonustu,2019,3.9,extrapolation
spa_2017_februar_vetur_endurskodun,innflutningur voru og thjonustu,2020,3.0,extrapolation
spa_2017_februar_vetur_endurskodun,innflutningur voru og thjonustu,2021,3.0,extrapolation
