pdf_name,label_key,year,value,type
spa_2013_november_vetur,verg landsframleidsla,2012,2.4,history
spa_2013_november_vetur,verg landsframleidsla,2013,1.6,forecast
spa_2013_november_vetur,verg landsframleidsla,2014,2.5,extrapolation
spa_2013_november_vetur,verg landsframleidsla,2015,2.7,extrapolation
spa_2013_november_vetur,verg landsframleidsla,2016,2.8,extrapolation
spa_2013_november_vetur,verg landsframleidsla,2017,2.8,extrapolation
spa_2013_november_vetur,verg landsframleidsla,2018,2.9,extrapolation
spa_2013_november_vetur,samneysla,2012,-1.4,history
spa_2013_november_vetur,samneysla,2013,0.8,forecast
spa_2013_november_vetur,samneysla,2014,0.0,extrapolation
spa_2013_november_vetur,samneysla,2015,1.5,extrapolation
spa_2013_november_vetur,samneysla,2016,1.5,extrapolation
spa_2013_november_vetur,samneysla,2017,1.6,extrapolation
spa_2013_november_vetur,samneysla,2018,1.5,extrapolation
spa_2013_november_vetur,fjarmunamyndun,2012,5.0,history
spa_2013_november_vetur,fjarmunamyndun,2013,-3.1,forecast
spa_2013_november_vetur,fjarmunamyndun,2014,10.6,extrapolation
spa_2013_november_vetur,fjarmunamyndun,2015,17.5,extrapolation
spa_2013_november_vetur,fjarmunamyndun,2016,3.4,extrapolation
spa_2013_november_vetur,fjarmunamyndun,2017,0.7,extrapolation
spa_2013_november_vetur,fjarmunamyndun,2018,7.8,extrapolation
spa_2013_november_vetur,atvinnuvegafjarfesting,2012,7.8,history
spa_2013_november_vetur,atvinnuvegafjarfesting,2013,-10.4,forecast
spa_2013_november_vetur,atvinnuvegafjarfesting,2014,8.0,extrapolation
spa_2013_november_vetur,atvinnuvegafjarfesting,2015,21.3,extrapolation
spa_2013_november_vetur,atvinnuvegafjarfesting,2016,-0.4,extrapolation
spa_2013_november_vetur,atvinnuvegafjarfesting,2017,-4.2,extrapolation
spa_2013_november_vetur,atvinnuvegafjarfesting,2018,7.6,extrapolation
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2012,6.9,history
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2013,15.2,forecast
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2014,20.6,extrapolation
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2015,16.3,extrapolation
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2016,15.3,extrapolation
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2017,13.1,extrapolation
spa_2013_november_vetur,fjarfesting i ibudarhusnaedi,2018,9.1,extrapolation
spa_2013_november_vetur,fjarfesting hins opinbera,2012,-9.1,history
spa_2013_november_vetur,fjarfesting hins opinbera,2013,12.3,forecast
spa_2013_november_vetur,fjarfesting hins opinbera,2014,7.8,extrapolation
