pdf_name,label_key,year,value,type
spa_2020_juni_sumar,einkaneysla,2019,1.6,history
spa_2020_juni_sumar,einkaneysla,2020,-6.1,forecast
spa_2020_juni_sumar,einkaneysla,2021,5.5,extrapolation
spa_2020_juni_sumar,einkaneysla,2022,3.2,extrapolation
spa_2020_juni_sumar,einkaneysla,2023,2.6,extrapolation
spa_2020_juni_sumar,einkaneysla,2024,2.6,extrapolation
spa_2020_juni_sumar,einkaneysla,2025,2.5,extrapolation
spa_2020_juni_sumar,samneysla,2019,4.1,history
spa_2020_juni_sumar,samneysla,2020,3.1,forecast
spa_2020_juni_sumar,samneysla,2021,1.3,extrapolation
spa_2020_juni_sumar,samneysla,2022,1.8,extrapolation
spa_2020_juni_sumar,samneysla,2023,1.8,extrapolation
spa_2020_juni_sumar,samneysla,2024,1.7,extrapolation
spa_2020_juni_sumar,samneysla,2025,1.8,extrapolation
spa_2020_juni_sumar,fjarmunamyndun,2019,-6.3,history
spa_2020_juni_sumar,fjarmunamyndun,2020,-8.4,forecast
spa_2020_juni_sumar,fjarmunamyndun,2021,5.1,extrapolation
spa_2020_juni_sumar,fjarmunamyndun,2022,3.4,extrapolation
spa_2020_juni_sumar,fjarmunamyndun,2023,3.0,extrapolation
spa_2020_juni_sumar,fjarmunamyndun,2024,1.5,extrapolation
spa_2020_juni_sumar,fjarmunamyndun,2025,2.3,extrapolation
spa_2020_juni_sumar,atvinnuvegafjarfesting,2019,-17.5,history
spa_2020_juni_sumar,atvinnuvegafjarfesting,2020,-15.5,forecast
spa_2020_juni_sumar,atvinnuvegafjarfesting,2021,11.0,extrapolation
spa_2020_juni_sumar,atvinnuvegafjarfesting,2022,3.6,extrapolation
spa_2020_juni_sumar,atvinnuvegafjarfesting,2023,2.6,extrapolation
spa_2020_juni_sumar,atvinnuvegafjarfesting,2024,3.4,extrapolation
spa_2020_juni_sumar,atvinnuvegafjarfesting,2025,2.3,extrapolation
spa_2020_juni_sumar,fjarfesting i ibudarhusnaedi,2019,31.2,history
spa_2020_juni_sumar,fjarfesting i ibudarhusnaedi,2020,-9.5,forecast
spa_2020_juni_sumar,fjarfesting i ibudarhusnaedi,2021,-3.9,extrapolation
spa_2020_juni_sumar,fjarfesting i ibudarhusnaedi,2022,9.2,extrapolation
spa_2020_juni_sumar,fjarfesting i ibudarhusnaedi,2023,3.5,extrapolation
spa_2020_juni_sumar,fjarfesting i ibudarhusnaedi,2024,3.4,extrapolation
spa_2020_juni_sumar,fjarfesting i ibudarhusnaedi,2025,3.2,extrapolation
spa_2020_juni_sumar,fjarfesting hins opinbera,2019,-10.4,history
spa_2020_juni_sumar,fjarfesting hins opinbera,2020,21.7,forecast
spa_2020_juni_sumar,fjarfesting hins opinbera,2021,2.0,extrapolation
spa_2020_juni_sumar,fjarfesting hins opinbera,2022,-3.5,extrapolation
spa_2020_juni_sumar,fjarfesting hins opinbera,2023,3.7,extrapolation
spa_2020_juni_sumar,fjarfesting hins opinbera,2024,-6.6,extrapolation
spa_2020_juni_sumar,fjarfesting hins opinbera,2025,1.3,extrapolation
spa_2020_juni_sumar,thjodarutgjold alls,2019,-0.1,history
spa_2020_juni_sumar,thjodarutgjold alls,2020,-4.4,forecast
spa_2020_juni_sumar,thjodarutgjold alls,2021,4.3,extrapolation
spa_2020_juni_sumar,thjodarutgjold alls,2022,2.9,extrapolation
spa_2020_juni_sumar,thjodarutgjold alls,2023,2.5,extrapolation
